animal, ,"('hey turtle Nina and I and Lawny and Barbara and Joe and rob we all go for a long hike and we see some animal', 'Mother')","[0, 'hey turtle Nina and I and Lawny and Barbara and Joe and rob we all go for a long hike and we see some animal']",turtle,36.0993038871435,female,Suppes
food, ,"('apple food', 'Mother')","[0, 'apple food']",apple,36.0993038871435,female,Suppes
clothes, ,"('take her somewhere in her dress and then we change her clothes', 'Mother')","[0, 'take her somewhere in her dress and then we change her clothes']",dress,38.5264584488388,female,Suppes
animal, ,"('I think that there a great big with horse on it and maybe different animal', 'Mother')","[0, 'I think that there a great big with horse on it and maybe different animal']",horse,39.0336557218834,female,Suppes
food, ,"('you bring the doll to the table and you can give them some food at restaurant', 'Mother')","[0, 'you bring the doll to the table and you can give them some food at restaurant']",table,39.2636399104704,female,Suppes
food, ,"('you bring the doll to the table and you can give them some food at restaurant', 'Mother')","[0, 'you bring the doll to the table and you can give them some food at restaurant']",doll,39.2636399104704,female,Suppes
food, ,"('dog I think like to eat dog food do they', 'Mother')","[0, 'dog I think like to eat dog food do they']",dog,39.6907534035606,female,Suppes
clothes, ,"('put all the clothes in the dryer', 'Mother')","[0, 'put all the clothes in the dryer']",dryer,39.6907534035606,female,Suppes
clothes, ,"('do kitty wear clothes', 'Mother')","[0, 'do kitty wear clothes']",kitty,38.5264584488388,female,Suppes
clothes, ,"('kitty do wear clothes', 'Mother')","[0, 'kitty do wear clothes']",kitty,38.5264584488388,female,Suppes
animal, ,"('be person gonna go on the train to take care of the animal', 'Mother')","[0, 'be person gonna go on the train to take care of the animal']",train,39.6907534035606,female,Suppes
toy, ,"('oh one of the cat toy', 'Investigator')","[0, 'oh one of the cat toy']",cat,40.2965153288569,female,Weist
food, ,"('some horse food and cat food', 'Father')","[0, 'some horse food and cat food']",cat,36.0993038871435,female,Weist
food, ,"('some horse food and cat food', 'Father')","[0, 'some horse food and cat food']",horse,36.0993038871435,female,Weist
animal, ,"('because like the other animal that he be hang around not lion', 'Father')","[0, 'because like the other animal that he be hang around not lion']",lion,44.7237109591573,female,Weist
animal, ,"('so which animal do you like you say the horse', 'Investigator')","[0, 'so which animal do you like you say the horse']",horse,43.6908355407709,female,Weist
food, ,"('do you have any elephant do you get any elephant food', 'Father')","[0, 'do you have any elephant do you get any elephant food']",elephant,44.7237109591573,female,Weist
animal, ,"('the lion roar you right he do but now we see him sleep well which animal roar when you go with James and mommy and Eileen and Gordon then who be roar', 'Mother')","[0, 'the lion roar you right he do but now we see him sleep well which animal roar when you go with James and mommy and Eileen and Gordon then who be roar']",lion,36.0664490030596,male,Weist
animal, ,"('you like the elephant oh elephant any other animal you like', 'Mother')","[0, 'you like the elephant oh elephant any other animal you like']",elephant,36.0664490030596,male,Weist
toy, ,"('you wanna see if one of your toy car can do it', 'Mother')","[0, 'you wanna see if one of your toy car can do it']",car,43.4279964681,male,Weist
toy, ,"('where your toy car', 'Mother')","[0, 'where your toy car']",car,43.4279964681,male,Weist
food, ,"('thank you be this ant food', 'Mother')","[0, 'thank you be this ant food']",ant,37.9535514076264,male,Weist
food, ,"('bunny food oh yeah because you be just a ant yesterday', 'Mother')","[0, 'bunny food oh yeah because you be just a ant yesterday']",ant,37.9535514076264,male,Weist
food, ,"('bunny food oh yeah because you be just a ant yesterday', 'Mother')","[0, 'bunny food oh yeah because you be just a ant yesterday']",bunny,37.9535514076264,male,Weist
furniture, ,"('look like there plenty of furniture and plenty of toast', 'Mother')","[0, 'look like there plenty of furniture and plenty of toast']",toast,46.6908971436785,male,Weist
animal, ,"('remember that day and we make some thing for the bird and animal', 'Mother')","[0, 'remember that day and we make some thing for the bird and animal']",bird,43.887964845274,male,Weist
animal, ,"('what other what other kind what animal do a zebra look like', 'Investigator')","[0, 'what other what other kind what animal do a zebra look like']",zebra,39.7564631717284,male,Weist
animal, ,"('oh you want to play the pet store game again with lot and lots_of animal', 'Mother')","[0, 'oh you want to play the pet store game again with lot and lots_of animal']",game,44.3294523501509,male,Weist
food, ,"('there some food for dog at the barn over there', 'Mother')","[0, 'there some food for dog at the barn over there']",dog,44.3294523501509,male,Weist
animal, ,"('oh you like to play the game where he choose animal okay', 'Mother')","[0, 'oh you like to play the game where he choose animal okay']",game,44.3294523501509,male,Weist
food, ,"('dog food for fish', 'Mother')","[0, 'dog food for fish']",dog,41.9536335448366,male,Weist
food, ,"('dog food for fish', 'Mother')","[0, 'dog food for fish']",fish,41.9536335448366,male,Weist
food, ,"('dog food for fish', 'Mother')","[0, 'dog food for fish']",fish,41.9536335448366,male,Weist
food, ,"('you know why because spider like to eat bug for food', 'Father')","[0, 'you know why because spider like to eat bug for food']",bug,41.0336967904885,male,Weist
animal, ,"('can you tell me a story about your animal', 'Investigator')","[0, 'can you tell me a story about your animal']",story,45.8222961457114,male,Weist
toy, ,"('do you want to show Angela some toy or some book', 'Mother')","[0, 'do you want to show Angela some toy or some book']",book,36.0007392348919,male,Bohannon
toy, ,"('you can ride on the toy the car will go', 'Adult')","[0, 'you can ride on the toy the car will go']",car,36.0007392348919,male,Bohannon
animal, ,"('you get all your animal over there on the table', 'Mother')","[0, 'you get all your animal over there on the table']",table,36.0007392348919,male,Bohannon
toy, ,"('do you want to play ball some more and play with your toy', 'Adult')","[0, 'do you want to play ball some more and play with your toy']",ball,36.0007392348919,male,Bohannon
toy, ,"('do you have a toy name a a dog', 'Visitor')","[0, 'do you have a toy name a a dog']",dog,36.0007392348919,male,Bohannon
food, ,"('dog food', 'Visitor')","[0, 'dog food']",dog,36.0007392348919,male,Bohannon
toy, ,"('but it a nice toy monkey', 'Visitor')","[0, 'but it a nice toy monkey']",monkey,36.0007392348919,male,Bohannon
toy, ,"('be this a nice toy monkey', 'Visitor')","[0, 'be this a nice toy monkey']",monkey,36.0007392348919,male,Bohannon
animal, ,"('maybe maybe monkey can share the hat with the other animal', 'Mother')","[0, 'maybe maybe monkey can share the hat with the other animal']",monkey,36.0007392348919,male,Bohannon
animal, ,"('maybe maybe monkey can share the hat with the other animal', 'Mother')","[0, 'maybe maybe monkey can share the hat with the other animal']",hat,36.0007392348919,male,Bohannon
animal, ,"('well we wait a second we make a hat for this animal', 'Visitor')","[0, 'well we wait a second we make a hat for this animal']",hat,36.0007392348919,male,Bohannon
animal, ,"('maybe it will be good if monkey share the hat with the other animal then Harvey will have_to make more', 'Mother')","[0, 'maybe it will be good if monkey share the hat with the other animal then Harvey will have_to make more']",monkey,36.0007392348919,male,Bohannon
animal, ,"('maybe it will be good if monkey share the hat with the other animal then Harvey will have_to make more', 'Mother')","[0, 'maybe it will be good if monkey share the hat with the other animal then Harvey will have_to make more']",hat,36.0007392348919,male,Bohannon
animal, ,"('I tell you I make you pick out you favorite animal other than monkey', 'Visitor')","[0, 'I tell you I make you pick out you favorite animal other than monkey']",monkey,36.0007392348919,male,Bohannon
toy, ,"('the bicycle pump be a toy', 'Mother')","[0, 'the bicycle pump be a toy']",bicycle,42.5593954701329,female,Braunwald
food, ,"('do drop that food on the table', 'Mother')","[0, 'do drop that food on the table']",table,37.822131871291,female,Braunwald
toy, ,"('what your new toy cat name', 'Mother')","[0, 'what your new toy cat name']",cat,43.0008829750098,female,Braunwald
furniture, ,"('dog not allow on the furniture', 'Father')","[0, 'dog not allow on the furniture']",dog,39.0008008377995,NA,Morisset
toy, ,"('here a toy duck', 'Mother')","[0, 'here a toy duck']",duck,39.0008008377995,male,Morisset
clothes, ,"('yes he get cake on his clothes', 'Mother')","[0, 'yes he get cake on his clothes']",cake,39.0008008377995,female,Morisset
animal, ,"('here where the gentle animal come down to drink', 'Mother')","[0, 'here where the gentle animal come down to drink']",drink,36.8221113369884,male,Conti
animal, ,"('that all the animal and elephant', 'Mother')","[0, 'that all the animal and elephant']",elephant,36.8221113369884,male,Conti
toy, ,"('some more toy under your bed now', 'Mother')","[0, 'some more toy under your bed now']",bed,41.3622456313271,male,Conti
animal, ,"('that for water so the animal can have a drink', 'Mother')","[0, 'that for water so the animal can have a drink']",drink,47.1323846485554,male,Conti
animal, ,"('that for water so the animal can have a drink', 'Mother')","[0, 'that for water so the animal can have a drink']",water,47.1323846485554,male,Conti
animal, ,"('so all the animal can have a drink in that one', 'Mother')","[0, 'so all the animal can have a drink in that one']",drink,47.1323846485554,male,Conti
toy, ,"('train have she go to the toy department', 'Mother')","[0, 'train have she go to the toy department']",train,45.0994886958664,male,Conti
animal, ,"('you want put all the car away and we look at the animal', 'Mother')","[0, 'you want put all the car away and we look at the animal']",car,36.4935624961498,male,Flusberg
animal, ,"('want put the animal and the train in the box too', 'Mother')","[0, 'want put the animal and the train in the box too']",train,41.2965358631594,male,Flusberg
food, ,"('okay time to get out_of the car put the food away', 'Mother')","[0, 'okay time to get out_of the car put the food away']",car,45.6580217252921,male,Flusberg
animal, ,"('let put the animal away and we play with these color ball okay', 'Mother')","[0, 'let put the animal away and we play with these color ball okay']",ball,41.2965358631594,male,Flusberg
clothes, ,"('you want put the shirt in the clothes basket like mommy have', 'Mother')","[0, 'you want put the shirt in the clothes basket like mommy have']",shirt,39.6578985194768,NA,Feldman
food, ,"('and eat food on the airplane', 'Mother')","[0, 'and eat food on the airplane']",airplane,36.3621429598144,NA,Feldman
toy, ,"('put the toy away and we can read the book', 'Mother')","[0, 'put the toy away and we can read the book']",book,36.3949978438982,NA,Feldman
toy, ,"('put those toy back in the bag and you can have a cookie', 'Investigator')","[0, 'put those toy back in the bag and you can have a cookie']",cookie,37.0007597691944,NA,Feldman
clothes, ,"('we forget to put his clothes on underneath his coat', 'Mother')","[0, 'we forget to put his clothes on underneath his coat']",coat,39.2964947945543,NA,Feldman
animal, ,"('well that look more like a prehistoric animal than a alligator but that be it', 'Father')","[0, 'well that look more like a prehistoric animal than a alligator but that be it']",alligator,42.3294112815458,NA,Feldman
animal, ,"('that be where they keep the corn to feed all of the animal', 'Mother')","[0, 'that be where they keep the corn to feed all of the animal']",corn,39.5593338672252,NA,Feldman
clothes, ,"('I think that shirt you have before go on the clothes line', 'Investigator')","[0, 'I think that shirt you have before go on the clothes line']",shirt,37.7892769872071,NA,Feldman
toy, ,"('what color be the kitty we see in the toy', 'Father')","[0, 'what color be the kitty we see in the toy']",kitty,40.0665311402698,NA,Feldman
animal, ,"('we come back and look at the animal after the bus', 'Mother')","[0, 'we come back and look at the animal after the bus']",bus,41.8550688925851,NA,Feldman
clothes, ,"('get this doll clothes out', 'Mother')","[0, 'get this doll clothes out']",doll,36.1978685393951,NA,Feldman
clothes, ,"('now take out the clothes and dress this', 'Mother')","[0, 'now take out the clothes and dress this']",dress,36.1978685393951,NA,Feldman
clothes, ,"('he be in his dress clothes', 'Mother')","[0, 'he be in his dress clothes']",dress,42.0008624407072,NA,Feldman
toy, ,"('look at your book for a couple of minute and you can help me get the next toy', 'Investigator')","[0, 'look at your book for a couple of minute and you can help me get the next toy']",book,42.0008624407072,NA,Feldman
animal, ,"('obvious I never open a box of animal cracker before', 'Mother')","[0, 'obvious I never open a box of animal cracker before']",cracker,43.1651573954291,female,Nicholas
toy, ,"('why do we come over here and sit down at the table and we get some different toy in a few minute', 'Mother')","[0, 'why do we come over here and sit down at the table and we get some different toy in a few minute']",table,36.2307234234789,male,Nicholas
food, ,"('when we get food at our airplane', 'Mother')","[0, 'when we get food at our airplane']",airplane,36.9863857574077,male,Nicholas
toy, ,"('your coat make you think we have more toy', 'Mother')","[0, 'your coat make you think we have more toy']",coat,36.2307234234789,male,Nicholas
animal, ,"('those be call animal cracker', 'Mother')","[0, 'those be call animal cracker']",cracker,36.5921271484014,male,Nicholas
food, ,"('the table get food on it', 'Mother')","[0, 'the table get food on it']",table,42.296556397462,male,Nicholas
food, ,"('he has_to ride back there with all the monkey food', 'Mother')","[0, 'he has_to ride back there with all the monkey food']",monkey,42.6251052383006,male,Nicholas
toy, ,"('well do you see any toy on the table that might be good for use in the', 'Mother')","[0, 'well do you see any toy on the table that might be good for use in the']",table,47.0995297644715,male,Nicholas
toy, ,"('you sink our toy ship you sink it deep in the cake', 'Narrator')","[0, 'you sink our toy ship you sink it deep in the cake']",cake,37.0007597691944,female,Hooshyar
toy, ,"('you sink our toy ship you sink it deep in the cake', 'Narrator')","[0, 'you sink our toy ship you sink it deep in the cake']",sink,37.0007597691944,female,Hooshyar
toy, ,"('and a little toy house and a little young mouse', 'Narrator')","[0, 'and a little toy house and a little young mouse']",mouse,45.0009240436149,male,Hooshyar
animal, ,"('do you remember this book animal sound', 'Mother')","[0, 'do you remember this book animal sound']",book,40.5922092856116,male,Hooshyar
toy, ,"('all the diaper and the toy be in there', 'Investigator')","[0, 'all the diaper and the toy be in there']",diaper,43.0008829750098,female,EllisWeismer
toy, ,"('it have toy on it that hang above the crib so the baby can look at them', 'Investigator')","[0, 'it have toy on it that hang above the crib so the baby can look at them']",crib,42.0008624407072,male,EllisWeismer
food, ,"('here kitty go in the kitchen and have some food', 'Investigator')","[0, 'here kitty go in the kitchen and have some food']",kitty,43.0008829750098,female,EllisWeismer
food, ,"('but cake be food', 'Investigator')","[0, 'but cake be food']",cake,42.0008624407072,female,EllisWeismer
food, ,"('cake be food', 'Investigator')","[0, 'cake be food']",cake,42.0008624407072,female,EllisWeismer
food, ,"('oh a food table', 'Investigator')","[0, 'oh a food table']",table,42.0008624407072,male,EllisWeismer
food, ,"('hm I think the only food we real have be this cake', 'Investigator')","[0, 'hm I think the only food we real have be this cake']",cake,43.0008829750098,female,EllisWeismer
animal, ,"('so I do know if the other animal eat pumpkin', 'Mother')","[0, 'so I do know if the other animal eat pumpkin']",pumpkin,42.0008624407072,male,EllisWeismer
animal, ,"('and he be put all the animal back in their little pen', 'Mother')","[0, 'and he be put all the animal back in their little pen']",pen,42.0008624407072,female,EllisWeismer
animal, ,"('I think that book they be all the animal be awake during the day', 'Mother')","[0, 'I think that book they be all the animal be awake during the day']",book,42.0008624407072,female,EllisWeismer
food, ,"('maybe we should share some of the food with the pig', 'Mother')","[0, 'maybe we should share some of the food with the pig']",pig,42.0008624407072,male,EllisWeismer
animal, ,"('the person be inside the pen and the animal be on the outside', 'Mother')","[0, 'the person be inside the pen and the animal be on the outside']",pen,42.0008624407072,male,EllisWeismer
toy, ,"('whenever I see a Mr_Potato_Head make me think of in toy story', 'Mother')","[0, 'whenever I see a Mr_Potato_Head make me think of in toy story']",story,43.0008829750098,male,EllisWeismer
food, ,"('pig food', 'Mother')","[0, 'pig food']",pig,42.0008624407072,female,EllisWeismer
animal, ,"('which animal do you think will eat the corn', 'Mother')","[0, 'which animal do you think will eat the corn']",corn,44.0009035093123,male,EllisWeismer
animal, ,"('can you choose some animal that can go in that pen', 'Mother')","[0, 'can you choose some animal that can go in that pen']",pen,44.0009035093123,female,EllisWeismer
food, ,"('oh here some food for the sheep', 'Mother')","[0, 'oh here some food for the sheep']",sheep,42.0008624407072,female,EllisWeismer
animal, ,"('and then we can make a pen for the animal', 'Mother')","[0, 'and then we can make a pen for the animal']",pen,42.0008624407072,female,EllisWeismer
toy, ,"('be they in the toy story', 'Mother')","[0, 'be they in the toy story']",story,41.0008419064046,female,EllisWeismer
toy, ,"('they in the toy story movie', 'Mother')","[0, 'they in the toy story movie']",story,41.0008419064046,female,EllisWeismer
animal, ,"('all the animal be well there some in here and then you have the cow already', 'Mother')","[0, 'all the animal be well there some in here and then you have the cow already']",cow,42.0008624407072,female,EllisWeismer
animal, ,"('these guy be go in the animal pen', 'Mother')","[0, 'these guy be go in the animal pen']",pen,42.0008624407072,female,EllisWeismer
animal, ,"('do I get any animal besides that bird', 'Mother')","[0, 'do I get any animal besides that bird']",bird,42.0008624407072,female,EllisWeismer
animal, ,"('you want the pig out there with the other animal', 'Mother')","[0, 'you want the pig out there with the other animal']",pig,42.0008624407072,female,EllisWeismer
food, ,"('that look like food for the sheep', 'Mother')","[0, 'that look like food for the sheep']",sheep,42.0008624407072,female,EllisWeismer
animal, ,"('get off of the bus now and line up to see the animal', 'Mother')","[0, 'get off of the bus now and line up to see the animal']",bus,36.0007392348919,female,Ambrose
animal, ,"('hey Devin push the button over there and tell me what animal say that', 'Mother')","[0, 'hey Devin push the button over there and tell me what animal say that']",button,36.0007392348919,female,Ambrose
food, ,"('you probable need a big belt because of all this party food later on will you', 'Mother')","[0, 'you probable need a big belt because of all this party food later on will you']",belt,36.0007392348919,male,Thomas
animal, ,"('there be elephant and all sort of animal in the room', 'Mother')","[0, 'there be elephant and all sort of animal in the room']",elephant,36.460707612066,male,Thomas
clothes, ,"('she wash them and dress them in beautiful clothes', 'Mother')","[0, 'she wash them and dress them in beautiful clothes']",dress,36.0007392348919,male,Thomas
animal, ,"('in the video child will love see all the animal include rabbit cow sheep pig chicken goat and so much more', 'Mother')","[0, 'in the video child will love see all the animal include rabbit cow sheep pig chicken goat and so much more']",chicken,36.0993038871435,male,Thomas
animal, ,"('in the video child will love see all the animal include rabbit cow sheep pig chicken goat and so much more', 'Mother')","[0, 'in the video child will love see all the animal include rabbit cow sheep pig chicken goat and so much more']",cow,36.0993038871435,male,Thomas
animal, ,"('in the video child will love see all the animal include rabbit cow sheep pig chicken goat and so much more', 'Mother')","[0, 'in the video child will love see all the animal include rabbit cow sheep pig chicken goat and so much more']",pig,36.0993038871435,male,Thomas
animal, ,"('in the video child will love see all the animal include rabbit cow sheep pig chicken goat and so much more', 'Mother')","[0, 'in the video child will love see all the animal include rabbit cow sheep pig chicken goat and so much more']",sheep,36.0993038871435,male,Thomas
animal, ,"('in the video child will love see all the animal include rabbit cow sheep pig chicken goat and so much more', 'Mother')","[0, 'in the video child will love see all the animal include rabbit cow sheep pig chicken goat and so much more']",chicken,36.0993038871435,male,Thomas
animal, ,"('they ride on the farm tractor and join in with favorite animal song include Old_MacDonald_had_a_farm', 'Mother')","[0, 'they ride on the farm tractor and join in with favorite animal song include Old_MacDonald_had_a_farm']",tractor,36.0993038871435,male,Thomas
animal, ,"('watch the pony ride and lots_of cuddle baby animal bottle feed the lamb', 'Mother')","[0, 'watch the pony ride and lots_of cuddle baby animal bottle feed the lamb']",lamb,36.0993038871435,male,Thomas
animal, ,"('watch the pony ride and lots_of cuddle baby animal bottle feed the lamb', 'Mother')","[0, 'watch the pony ride and lots_of cuddle baby animal bottle feed the lamb']",pony,36.0993038871435,male,Thomas
food, ,"('oh baby duck always take food from Mummy duck', 'Mother')","[0, 'oh baby duck always take food from Mummy duck']",duck,36.7235466847369,male,Thomas
animal, ,"('and she have a choice of different animal but I choose the red one with a elephant on it because you and Grandma like elephant do you', 'Mother')","[0, 'and she have a choice of different animal but I choose the red one with a elephant on it because you and Grandma like elephant do you']",elephant,36.8549662210723,male,Thomas
food, ,"('cat food', 'Mother')","[0, 'cat food']",cat,37.0007597691944,male,Thomas
toy, ,"('I actual take all the toy out of my car now', 'Investigator')","[0, 'I actual take all the toy out of my car now']",car,36.4935624961498,male,Thomas
animal, ,"('or a dog or any type of animal you want to look after it', 'Mother')","[0, 'or a dog or any type of animal you want to look after it']",dog,36.5921271484014,male,Thomas
food, ,"('chicken food', 'Mother')","[0, 'chicken food']",chicken,36.3292880757305,male,Thomas
food, ,"('chicken food', 'Mother')","[0, 'chicken food']",chicken,36.3292880757305,male,Thomas
food, ,"('cat food', 'Mother')","[0, 'cat food']",cat,37.0336146532783,male,Thomas
toy, ,"('the chemist on Queensway sell sweet and toy and book and game do it', 'Mother')","[0, 'the chemist on Queensway sell sweet and toy and book and game do it']",book,37.099324421446,male,Thomas
toy, ,"('the chemist on Queensway sell sweet and toy and book and game do it', 'Mother')","[0, 'the chemist on Queensway sell sweet and toy and book and game do it']",game,37.099324421446,male,Thomas
toy, ,"('in fact you should have toy at the table at all should you', 'Mother')","[0, 'in fact you should have toy at the table at all should you']",table,36.7892564529046,male,Thomas
toy, ,"('and I be point out bird nest in the tree and you be say it be a bag of toy', 'Mother')","[0, 'and I be point out bird nest in the tree and you be say it be a bag of toy']",bird,36.3292880757305,male,Thomas
toy, ,"('I shall always think of bird nest be bag of toy Thomas from now on', 'Mother')","[0, 'I shall always think of bird nest be bag of toy Thomas from now on']",bird,36.3292880757305,male,Thomas
food, ,"('pussy cat we give you some biscuit in that food', 'Mother')","[0, 'pussy cat we give you some biscuit in that food']",cat,37.0007597691944,male,Thomas
toy, ,"('on your chair you find a stamp and some money from your toy shop and some pasta', 'Mother')","[0, 'on your chair you find a stamp and some money from your toy shop and some pasta']",pasta,36.7564015688207,male,Thomas
toy, ,"('on your chair you find a stamp and some money from your toy shop and some pasta', 'Mother')","[0, 'on your chair you find a stamp and some money from your toy shop and some pasta']",chair,36.7564015688207,male,Thomas
food, ,"('well normal we give the pussy cat Purdie food but we have actual get any biscuit for Purdie at the moment Thomas', 'Mother')","[0, 'well normal we give the pussy cat Purdie food but we have actual get any biscuit for Purdie at the moment Thomas']",cat,37.4278732622846,male,Thomas
food, ,"('shall we give this pussy cat some food', 'Mother')","[0, 'shall we give this pussy cat some food']",cat,37.4278732622846,male,Thomas
food, ,"('will you like to give some pussy cat bowl of food', 'Mother')","[0, 'will you like to give some pussy cat bowl of food']",cat,37.4278732622846,male,Thomas
food, ,"('there a door for person in the shop to open to buy food', 'Mother')","[0, 'there a door for person in the shop to open to buy food']",door,36.7235466847369,male,Thomas
food, ,"('and there a door at the back for the so that he can stock the shop up with food', 'Mother')","[0, 'and there a door at the back for the so that he can stock the shop up with food']",door,36.7235466847369,male,Thomas
food, ,"('it say this huge truck be carry food to the shop', 'Mother')","[0, 'it say this huge truck be carry food to the shop']",truck,37.099324421446,male,Thomas
toy, ,"('do you want some more toy to give the other cat', 'Mother')","[0, 'do you want some more toy to give the other cat']",cat,37.4278732622846,male,Thomas
toy, ,"('then any pussy cat that have get something to play with or it get bore with the toy it have get it can play with a different one', 'Mother')","[0, 'then any pussy cat that have get something to play with or it get bore with the toy it have get it can play with a different one']",cat,37.4278732622846,male,Thomas
toy, ,"('any more toy for that sad pussy cat', 'Mother')","[0, 'any more toy for that sad pussy cat']",cat,37.4278732622846,male,Thomas
toy, ,"('you should real have toy at the table should you', 'Mother')","[0, 'you should real have toy at the table should you']",table,37.7564221031233,male,Thomas
toy, ,"('oh this be why I say no toy at the table', 'Mother')","[0, 'oh this be why I say no toy at the table']",table,37.7564221031233,male,Thomas
food, ,"('town mouse say I do not like the food in the country', 'Mother')","[0, 'town mouse say I do not like the food in the country']",mouse,37.4935830304524,male,Thomas
toy, ,"('Thomas the lion and the crocodile say they want to tidy up your toy', 'Investigator')","[0, 'Thomas the lion and the crocodile say they want to tidy up your toy']",lion,37.0664695373622,male,Thomas
food, ,"('country mouse have to look for food', 'Mother')","[0, 'country mouse have to look for food']",mouse,37.4935830304524,male,Thomas
food, ,"('he say to town mouse come and look for food', 'Mother')","[0, 'he say to town mouse come and look for food']",mouse,37.4935830304524,male,Thomas
food, ,"('country mouse say I do not like the food in the town', 'Mother')","[0, 'country mouse say I do not like the food in the town']",mouse,37.4935830304524,male,Thomas
toy, ,"('it toy time on the table', 'Mother')","[0, 'it toy time on the table']",table,37.7564221031233,male,Thomas
toy, ,"('this be why I do like toy on the table with you Thomas', 'Mother')","[0, 'this be why I do like toy on the table with you Thomas']",table,37.6250025667878,male,Thomas
food, ,"('like you stack up the cat food', 'Mother')","[0, 'like you stack up the cat food']",cat,39.0993654900511,male,Thomas
food, ,"('fish food', 'Mother')","[0, 'fish food']",fish,37.9206965235426,male,Thomas
food, ,"('fish food', 'Mother')","[0, 'fish food']",fish,37.9206965235426,male,Thomas
food, ,"('she can buy lots_of nice cat food', 'Investigator')","[0, 'she can buy lots_of nice cat food']",cat,38.1650547239163,male,Thomas
food, ,"('no because that the food processor and the juice extractor', 'Mother')","[0, 'no because that the food processor and the juice extractor']",juice,39.0993654900511,male,Thomas
animal, ,"('tractor carry food for all the animal on the farm', 'Mother')","[0, 'tractor carry food for all the animal on the farm']",tractor,39.0665106059673,male,Thomas
food, ,"('tractor carry food for all the animal on the farm', 'Mother')","[0, 'tractor carry food for all the animal on the farm']",tractor,39.0665106059673,male,Thomas
clothes, ,"('you do just dress and throw your clothes on the floor', 'Mother')","[0, 'you do just dress and throw your clothes on the floor']",dress,39.1979301423027,male,Thomas
toy, ,"('it ask again which toy and game you like play with good', 'Mother')","[0, 'it ask again which toy and game you like play with good']",game,41.0665516745724,male,Thomas
toy, ,"('look like she have get a toy bus on a string', 'Mother')","[0, 'look like she have get a toy bus on a string']",bus,42.0008624407072,male,Thomas
clothes, ,"('because often it head make out of straw and it dress in old clothes', 'Mother')","[0, 'because often it head make out of straw and it dress in old clothes']",dress,43.0665927431775,male,Thomas
toy, ,"('you get a lot of soft toy in the and I tire of have to move them everytime I make the bed', 'Mother')","[0, 'you get a lot of soft toy in the and I tire of have to move them everytime I make the bed']",bed,42.0337173247911,male,Thomas
animal, ,"('when I go to pick you up they have get lots_of farm animal on the table', 'Mother')","[0, 'when I go to pick you up they have get lots_of farm animal on the table']",table,41.1322614427401,male,Thomas
animal, ,"('have you be play with the tractor and the trailer and the farm animal', 'Mother')","[0, 'have you be play with the tractor and the trailer and the farm animal']",tractor,41.1322614427401,male,Thomas
animal, ,"('do you know what animal milk come from', 'Investigator')","[0, 'do you know what animal milk come from']",milk,40.1322409084375,male,Thomas
food, ,"('tin of food milk', 'Mother')","[0, 'tin of food milk']",milk,42.0994270929588,male,Thomas
toy, ,"('it be February when you first start call bird nest bag of toy', 'Mother')","[0, 'it be February when you first start call bird nest bag of toy']",bird,43.0994476272613,male,Thomas
clothes, ,"('please keep it on the table because it make a mess if it get tread into the carpet or onto your clothes', 'Mother')","[0, 'please keep it on the table because it make a mess if it get tread into the carpet or onto your clothes']",table,43.0665927431775,male,Thomas
toy, ,"('because you eat the egg and inside be a yellow egg and you open it and there a toy inside', 'Investigator')","[0, 'because you eat the egg and inside be a yellow egg and you open it and there a toy inside']",egg,40.1322409084375,male,Thomas
food, ,"('all the food in the fridge be go to frost because the door be leave open', 'Mother')","[0, 'all the food in the fridge be go to frost because the door be leave open']",door,41.165116326824,male,Thomas
animal, ,"('well this real be Noahs_Ark and the ladder be to lean against the boat so that the animal can go in two by two be it', 'Mother')","[0, 'well this real be Noahs_Ark and the ladder be to lean against the boat so that the animal can go in two by two be it']",boat,43.0337378590936,male,Thomas
clothes, ,"('you know like we have a clothes horse for dry the', 'Mother')","[0, 'you know like we have a clothes horse for dry the']",horse,43.0337378590936,male,Thomas
clothes, ,"('so we have a clothes horse for dry our clothes on', 'Mother')","[0, 'so we have a clothes horse for dry our clothes on']",horse,43.0337378590936,male,Thomas
food, ,"('Auntie_Janet dog use to eat cat food', 'Mother')","[0, 'Auntie_Janet dog use to eat cat food']",cat,44.1651779297316,male,Thomas
food, ,"('Auntie_Janet dog use to eat cat food', 'Mother')","[0, 'Auntie_Janet dog use to eat cat food']",dog,44.1651779297316,male,Thomas
food, ,"('I not sure whether the cat eat dog food', 'Mother')","[0, 'I not sure whether the cat eat dog food']",cat,44.1651779297316,male,Thomas
food, ,"('I not sure whether the cat eat dog food', 'Mother')","[0, 'I not sure whether the cat eat dog food']",dog,44.1651779297316,male,Thomas
food, ,"('when you get your mouth full of food you have a job to breath be you because your nose be so block', 'Mother')","[0, 'when you get your mouth full of food you have a job to breath be you because your nose be so block']",block,45.1651984640342,male,Thomas
toy, ,"('play with that in the garage and all your toy because that truck a little bit noise', 'Mother')","[0, 'play with that in the garage and all your toy because that truck a little bit noise']",truck,46.1323641142529,male,Thomas
furniture, ,"('wooden furniture and they be show how the tree be knock down to make table and chair', 'Mother')","[0, 'wooden furniture and they be show how the tree be knock down to make table and chair']",chair,45.0666338117826,male,Thomas
furniture, ,"('wooden furniture and they be show how the tree be knock down to make table and chair', 'Mother')","[0, 'wooden furniture and they be show how the tree be knock down to make table and chair']",table,45.0666338117826,male,Thomas
