animal, ,"('or we could look at your prehistoric animal book with the Brontotherium', 'Mother')","[0, 'or we could look at your prehistoric animal book with the Brontotherium']",book,34.2635372389577,female,Providence
toy, ,"('box hold toy book and clothes', 'Mother')","[0, 'box hold toy book and clothes']",book,33.1320971683197,female,Providence
clothes, ,"('box hold toy book and clothes', 'Mother')","[0, 'box hold toy book and clothes']",book,33.1320971683197,female,Providence
animal, ,"('maybe your prehistoric animal book', 'Mother')","[0, 'maybe your prehistoric animal book']",book,34.2635372389577,female,Providence
animal, ,"('wow the prehistoric animal in this book be just a few of the strange and interest creature that once roam the planet earth', 'Mother')","[0, 'wow the prehistoric animal in this book be just a few of the strange and interest creature that once roam the planet earth']",book,34.2635372389577,female,Providence
food, ,"('Simba he let the hyena take over the Pride land there no food or water and if you do come back soon everyone will be in trouble you our only hope', 'Mother')","[0, 'Simba he let the hyena take over the Pride land there no food or water and if you do come back soon everyone will be in trouble you our only hope']",water,33.7563399659131,female,Providence
toy, ,"('oh I bet you right I bet Santa bring pig toy for Toot and Puddle', 'Mother')","[0, 'oh I bet you right I bet Santa bring pig toy for Toot and Puddle']",pig,35.8220908026859,female,Providence
animal, ,"('our trip begin in a coral reef where amaze plant and animal live in warm sun and clear water that call the zone', 'Mother')","[0, 'our trip begin in a coral reef where amaze plant and animal live in warm sun and clear water that call the zone']",water,35.8220908026859,female,Providence
animal, ,"('do you remember in your book your book on prehistoric animal what the name of the animal that look like a elephant but he real hair', 'Mother')","[0, 'do you remember in your book your book on prehistoric animal what the name of the animal that look like a elephant but he real hair']",elephant,33.7563399659131,female,Providence
animal, ,"('do you remember in your book your book on prehistoric animal what the name of the animal that look like a elephant but he real hair', 'Mother')","[0, 'do you remember in your book your book on prehistoric animal what the name of the animal that look like a elephant but he real hair']",book,33.7563399659131,female,Providence
animal, ,"('the tree and the bush take up the cry and the flower and the grass and the animal and the water pass it on and by night the evil tide have spread throughout the valley', 'Mother')","[0, 'the tree and the bush take up the cry and the flower and the grass and the animal and the water pass it on and by night the evil tide have spread throughout the valley']",water,33.1320971683197,female,Providence
food, ,"('well no it say these be their head the orange part be their head worm whose head stick out of their white tube case take hydrogen sulfide from the water and bacteria in their body make food from it', 'Mother')","[0, 'well no it say these be their head the orange part be their head worm whose head stick out of their white tube case take hydrogen sulfide from the water and bacteria in their body make food from it']",orange,35.8220908026859,female,Providence
food, ,"('well no it say these be their head the orange part be their head worm whose head stick out of their white tube case take hydrogen sulfide from the water and bacteria in their body make food from it', 'Mother')","[0, 'well no it say these be their head the orange part be their head worm whose head stick out of their white tube case take hydrogen sulfide from the water and bacteria in their body make food from it']",water,35.8220908026859,female,Providence
animal, ,"('well this be he feed cake to his little animal', 'Mother')","[0, 'well this be he feed cake to his little animal']",cake,35.1978480050925,female,Providence
food, ,"('book about baby food', 'Mother')","[0, 'book about baby food']",book,11.8544528635085,female,Providence
food, ,"('we need to buy some bird food', 'Mother')","[0, 'we need to buy some bird food']",bird,13.3616706708557,female,Providence
food, ,"('some food some cereal some crunch thing', 'Mother')","[0, 'some food some cereal some crunch thing']",cereal,13.7887841639459,female,Providence
food, ,"('but they almost out of food in that bird feed we go to hafta go to the store', 'Mother')","[0, 'but they almost out of food in that bird feed we go to hafta go to the store']",bird,12.854473397811,female,Providence
food, ,"('bird food', 'Mother')","[0, 'bird food']",bird,12.854473397811,female,Providence
food, ,"('yes if the microphone be under you it will be cover up with food and water right now', 'Mother')","[0, 'yes if the microphone be under you it will be cover up with food and water right now']",water,11.8544528635085,female,Providence
food, ,"('want sit in the chair and eat food', 'Mother')","[0, 'want sit in the chair and eat food']",chair,15.2302922031253,female,Providence
toy, ,"('look like the cat have some toy', 'Mother')","[0, 'look like the cat have some toy']",cat,15.3945666235446,female,Providence
clothes, ,"('yes we need to put some clothes on you and change your diaper', 'Mother')","[0, 'yes we need to put some clothes on you and change your diaper']",diaper,16.5260066941826,female,Providence
clothes, ,"('play with block let put some clothes on', 'Mother')","[0, 'play with block let put some clothes on']",block,16.5260066941826,female,Providence
food, ,"('Naima be you ready to sit in your chair and have some food like some soggy oat bite', 'Mother')","[0, 'Naima be you ready to sit in your chair and have some food like some soggy oat bite']",chair,16.7559908827697,female,Providence
toy, ,"('oh there a star fish toy yeah', 'Mother')","[0, 'oh there a star fish toy yeah']",fish,20.0332655701349,female,Providence
toy, ,"('oh there a star fish toy yeah', 'Mother')","[0, 'oh there a star fish toy yeah']",fish,20.0332655701349,female,Providence
clothes, ,"('that just a kid all dress in black clothes', 'Mother')","[0, 'that just a kid all dress in black clothes']",dress,19.3289389925871,female,Providence
toy, ,"('toy boat', 'Mother')","[0, 'toy boat']",boat,18.2960635742007,female,Providence
animal, ,"('ant be hide whoa what that animal', 'Mother')","[0, 'ant be hide whoa what that animal']",ant,19.0003901517485,female,Providence
toy, ,"('the Kim and Carrot store have toy cookie and fruit for sale', 'Mother')","[0, 'the Kim and Carrot store have toy cookie and fruit for sale']",cookie,20.5917985995606,female,Providence
toy, ,"('the Kim and carrot store have toy cookie and fruit for sale', 'Mother')","[0, 'the Kim and carrot store have toy cookie and fruit for sale']",cookie,19.5589231811742,female,Providence
food, ,"('I think maybe you could use a little more food in your belly button', 'Mother')","[0, 'I think maybe you could use a little more food in your belly button']",button,21.2632702930245,female,Providence
toy, ,"('there be the ball they go with this toy do they', 'Mother')","[0, 'there be the ball they go with this toy do they']",ball,20.2632497587219,female,Providence
toy, ,"('the Kim and Carrots store have toy cookie and fruit for sale', 'Mother')","[0, 'the Kim and Carrots store have toy cookie and fruit for sale']",cookie,20.5917985995606,female,Providence
animal, ,"('how about the new animal book', 'Mother')","[0, 'how about the new animal book']",book,21.4932544816115,female,Providence
clothes, ,"('I think I go to put the clothes that be in the wash machine into the dryer and dry them', 'Mother')","[0, 'I think I go to put the clothes that be in the wash machine into the dryer and dry them']",dryer,20.5917985995606,female,Providence
toy, ,"('the Kim and carrot store have toy cookie and fruit for sale', 'Mother')","[0, 'the Kim and carrot store have toy cookie and fruit for sale']",cookie,18.1317891537814,female,Providence
clothes, ,"('I put the wet clothes into the dryer', 'Mother')","[0, 'I put the wet clothes into the dryer']",dryer,20.5917985995606,female,Providence
food, ,"('that sweet potato that a different kind you you eat the baby food kind that the real thing', 'Father')","[0, 'that sweet potato that a different kind you you eat the baby food kind that the real thing']",potato,19.7560524856773,female,Providence
animal, ,"('you slip on the card all the rattle and the shake egg and this star fish be kind of a rattle too then I go put all the animal that move around in another spot', 'Mother')","[0, 'you slip on the card all the rattle and the shake egg and this star fish be kind of a rattle too then I go put all the animal that move around in another spot']",fish,19.0003901517485,female,Providence
animal, ,"('you slip on the card all the rattle and the shake egg and this star fish be kind of a rattle too then I go put all the animal that move around in another spot', 'Mother')","[0, 'you slip on the card all the rattle and the shake egg and this star fish be kind of a rattle too then I go put all the animal that move around in another spot']",egg,19.0003901517485,female,Providence
animal, ,"('you slip on the card all the rattle and the shake egg and this star fish be kind of a rattle too then I go put all the animal that move around in another spot', 'Mother')","[0, 'you slip on the card all the rattle and the shake egg and this star fish be kind of a rattle too then I go put all the animal that move around in another spot']",fish,19.0003901517485,female,Providence
clothes, ,"('she come out of her shell the shell be like the turtle clothes he wear she wear it on her back', 'Mother')","[0, 'she come out of her shell the shell be like the turtle clothes he wear she wear it on her back']",turtle,18.1317891537814,female,Providence
toy, ,"('oh I think the scoop be where the other water toy be', 'Mother')","[0, 'oh I think the scoop be where the other water toy be']",water,20.5917985995606,female,Providence
food, ,"('that right dog eat dog food', 'Grandmother')","[0, 'that right dog eat dog food']",dog,19.7560524856773,female,Providence
food, ,"('cat food what do horse eat', 'Grandmother')","[0, 'cat food what do horse eat']",cat,19.7560524856773,female,Providence
food, ,"('cat food what do horse eat', 'Grandmother')","[0, 'cat food what do horse eat']",horse,19.7560524856773,female,Providence
animal, ,"('which animal do he like do he like crocodile or the penguin the good', 'Mother')","[0, 'which animal do he like do he like crocodile or the penguin the good']",penguin,22.5918396681657,female,Providence
toy, ,"('the Kim and Carrots store have toy cookie and fruit for sale', 'Mother')","[0, 'the Kim and Carrots store have toy cookie and fruit for sale']",cookie,20.5917985995606,female,Providence
toy, ,"('the cat have toy', 'Mother')","[0, 'the cat have toy']",cat,19.7560524856773,female,Providence
toy, ,"('actual look like she chew on a bear toy', 'Mother')","[0, 'actual look like she chew on a bear toy']",bear,20.0332655701349,female,Providence
toy, ,"('see look at the bear toy', 'Mother')","[0, 'see look at the bear toy']",bear,20.0332655701349,female,Providence
clothes, ,"('oh here clothes there one sock of yours', 'Mother')","[0, 'oh here clothes there one sock of yours']",sock,18.1317891537814,female,Providence
animal, ,"('animal get scare of thing like tractor and car and truck big noise like that', 'Mother')","[0, 'animal get scare of thing like tractor and car and truck big noise like that']",car,19.7560524856773,female,Providence
animal, ,"('animal get scare of thing like tractor and car and truck big noise like that', 'Mother')","[0, 'animal get scare of thing like tractor and car and truck big noise like that']",tractor,19.7560524856773,female,Providence
animal, ,"('animal get scare of thing like tractor and car and truck big noise like that', 'Mother')","[0, 'animal get scare of thing like tractor and car and truck big noise like that']",truck,19.7560524856773,female,Providence
toy, ,"('she have a fish toy', 'Mother')","[0, 'she have a fish toy']",fish,19.3289389925871,female,Providence
toy, ,"('she have a fish toy', 'Mother')","[0, 'she have a fish toy']",fish,19.3289389925871,female,Providence
clothes, ,"('the pig be look for some clothes I think make a mess throw the clothes everywhere', 'Mother')","[0, 'the pig be look for some clothes I think make a mess throw the clothes everywhere']",pig,23.2304564775457,female,Providence
food, ,"('milk and yogurt and food', 'Mother')","[0, 'milk and yogurt and food']",milk,22.8875336249204,female,Providence
food, ,"('milk and yogurt and food', 'Mother')","[0, 'milk and yogurt and food']",yogurt,22.8875336249204,female,Providence
toy, ,"('who get to drive in a toy car', 'Mother')","[0, 'who get to drive in a toy car']",car,21.6903837861147,female,Providence
food, ,"('you get some food in your bib there', 'Mother')","[0, 'you get some food in your bib there']",bib,24.5590258526869,female,Providence
toy, ,"('do we have any toy that have button on them for you let go look and see what toy we have', 'Mother')","[0, 'do we have any toy that have button on them for you let go look and see what toy we have']",button,18.1317891537814,female,Providence
furniture, ,"('furniture mean sofa and chair and', 'Mother')","[0, 'furniture mean sofa and chair and']",chair,23.2304564775457,female,Providence
furniture, ,"('furniture mean sofa and chair and', 'Mother')","[0, 'furniture mean sofa and chair and']",sofa,23.2304564775457,female,Providence
toy, ,"('I think she throw the ball with that toy', 'Mother')","[0, 'I think she throw the ball with that toy']",ball,24.1319123595967,female,Providence
food, ,"('the the water the sip cup be for spill into your food', 'Mother')","[0, 'the the water the sip cup be for spill into your food']",water,26.3619376167888,female,Providence
animal, ,"('but we do buy this kind of animal cracker', 'Mother')","[0, 'but we do buy this kind of animal cracker']",cracker,24.3947514322676,female,Providence
animal, ,"('these be animal cookie', 'Mother')","[0, 'these be animal cookie']",cookie,24.3947514322676,female,Providence
animal, ,"('the lion the king of the jungle just listen how loud he roar every animal quiver and shiver as soon as he open his jaw', 'Mother')","[0, 'the lion the king of the jungle just listen how loud he roar every animal quiver and shiver as soon as he open his jaw']",lion,24.5590258526869,female,Providence
food, ,"('what kind of food we want the truck to bring', 'Mother')","[0, 'what kind of food we want the truck to bring']",truck,27.5262325715107,female,Providence
clothes, ,"('we could bring some doll clothes and you could hang them', 'Mother')","[0, 'we could bring some doll clothes and you could hang them']",doll,27.7890716441816,female,Providence
food, ,"('do you have any interest in eat bear food', 'Mother')","[0, 'do you have any interest in eat bear food']",bear,27.5262325715107,female,Providence
food, ,"('bear food be good to eat', 'Mother')","[0, 'bear food be good to eat']",bear,27.5262325715107,female,Providence
food, ,"('okay I make the bear food for the bear cub', 'Mother')","[0, 'okay I make the bear food for the bear cub']",bear,27.5262325715107,female,Providence
food, ,"('bear food right', 'Mother')","[0, 'bear food right']",bear,27.5262325715107,female,Providence
animal, ,"('and the animal in the book', 'Mother')","[0, 'and the animal in the book']",book,22.8875336249204,female,Providence
food, ,"('I see more bear food here', 'Mother')","[0, 'I see more bear food here']",bear,28.361978685394,female,Providence
food, ,"('I be make the bear food with this', 'Mother')","[0, 'I be make the bear food with this']",bear,27.5262325715107,female,Providence
food, ,"('do you think Spot be eat dog food', 'Mother')","[0, 'do you think Spot be eat dog food']",dog,23.8546992751391,female,Providence
food, ,"('cause that what go in bear food', 'Mother')","[0, 'cause that what go in bear food']",bear,27.5262325715107,female,Providence
food, ,"('do like the bear food', 'Mother')","[0, 'do like the bear food']",bear,28.361978685394,female,Providence
food, ,"('why do the bear like the bear food', 'Mother')","[0, 'why do the bear like the bear food']",bear,28.361978685394,female,Providence
animal, ,"('how about read your animal the I like winter book', 'Mother')","[0, 'how about read your animal the I like winter book']",book,24.1319123595967,female,Providence
food, ,"('there your bear food', 'Mother')","[0, 'there your bear food']",bear,27.5262325715107,female,Providence
food, ,"('you could have bear food on a cracker', 'Mother')","[0, 'you could have bear food on a cracker']",bear,27.5262325715107,female,Providence
food, ,"('you could have bear food on a cracker', 'Mother')","[0, 'you could have bear food on a cracker']",cracker,27.5262325715107,female,Providence
animal, ,"('animal do use pot except cat who live in the house use cat pot', 'Mother')","[0, 'animal do use pot except cat who live in the house use cat pot']",cat,27.7890716441816,female,Providence
animal, ,"('well animal do usual do that although cat and some animal do clean themselves up after they poop or pee in the pot', 'Mother')","[0, 'well animal do usual do that although cat and some animal do clean themselves up after they poop or pee in the pot']",cat,27.7890716441816,female,Providence
food, ,"('you want more bear food', 'Mother')","[0, 'you want more bear food']",bear,27.5262325715107,female,Providence
food, ,"('do you eat that bear food', 'Mother')","[0, 'do you eat that bear food']",bear,27.5262325715107,female,Providence
food, ,"('you do you eat most of it all up I get you some more bear food', 'Mother')","[0, 'you do you eat most of it all up I get you some more bear food']",bear,27.5262325715107,female,Providence
food, ,"('okay get the bear some bear food now', 'Mother')","[0, 'okay get the bear some bear food now']",bear,27.5262325715107,female,Providence
food, ,"('fry mean when you put food in a pan on the stove with some oil or butter and the food cook in the in the hot oil or the hot butter', 'Mother')","[0, 'fry mean when you put food in a pan on the stove with some oil or butter and the food cook in the in the hot oil or the hot butter']",butter,25.0005133575638,female,Providence
food, ,"('fry mean when you put food in a pan on the stove with some oil or butter and the food cook in the in the hot oil or the hot butter', 'Mother')","[0, 'fry mean when you put food in a pan on the stove with some oil or butter and the food cook in the in the hot oil or the hot butter']",stove,25.0005133575638,female,Providence
food, ,"('because I put the bear food in the almond butter jar this be now bear food instead of almond butter', 'Mother')","[0, 'because I put the bear food in the almond butter jar this be now bear food instead of almond butter']",bear,27.5262325715107,female,Providence
food, ,"('because I put the bear food in the almond butter jar this be now bear food instead of almond butter', 'Mother')","[0, 'because I put the bear food in the almond butter jar this be now bear food instead of almond butter']",butter,27.5262325715107,female,Providence
food, ,"('and sometimes you can cook food in boil water or you can just make tea or coffee with boil water', 'Mother')","[0, 'and sometimes you can cook food in boil water or you can just make tea or coffee with boil water']",coffee,25.0005133575638,female,Providence
food, ,"('and sometimes you can cook food in boil water or you can just make tea or coffee with boil water', 'Mother')","[0, 'and sometimes you can cook food in boil water or you can just make tea or coffee with boil water']",water,25.0005133575638,female,Providence
food, ,"('I see some bear food on your', 'Mother')","[0, 'I see some bear food on your']",bear,27.5262325715107,female,Providence
food, ,"('I see some bear zub food on your thumb', 'Mother')","[0, 'I see some bear zub food on your thumb']",bear,27.5262325715107,female,Providence
food, ,"('you have bear zub food on your thumb', 'Mother')","[0, 'you have bear zub food on your thumb']",bear,27.5262325715107,female,Providence
food, ,"('be you a bear zub who eat bear zub food', 'Mother')","[0, 'be you a bear zub who eat bear zub food']",bear,27.5262325715107,female,Providence
food, ,"('so you say they put sugar bake powder bake soda green food color anything else go in the cookie', 'Mother')","[0, 'so you say they put sugar bake powder bake soda green food color anything else go in the cookie']",cookie,26.559066921292,female,Providence
food, ,"('so you say they put sugar bake powder bake soda green food color anything else go in the cookie', 'Mother')","[0, 'so you say they put sugar bake powder bake soda green food color anything else go in the cookie']",soda,26.559066921292,female,Providence
food, ,"('and it eat my bear food', 'Mother')","[0, 'and it eat my bear food']",bear,27.5262325715107,female,Providence
food, ,"('oh how about some bear food Naima', 'Mother')","[0, 'oh how about some bear food Naima']",bear,24.1319123595967,female,Providence
food, ,"('be you a bear cub that want to eat bear food', 'Mother')","[0, 'be you a bear cub that want to eat bear food']",bear,24.1319123595967,female,Providence
food, ,"('must be some kind of bear zub food', 'Mother')","[0, 'must be some kind of bear zub food']",bear,27.5262325715107,female,Providence
food, ,"('oh you a bear cub who eat bear food', 'Mother')","[0, 'oh you a bear cub who eat bear food']",bear,27.5262325715107,female,Providence
food, ,"('be you go eat anymore of your bear food or be you do', 'Mother')","[0, 'be you go eat anymore of your bear food or be you do']",bear,27.5262325715107,female,Providence
food, ,"('the bear zub food be right there on your tray I can see it', 'Mother')","[0, 'the bear zub food be right there on your tray I can see it']",bear,27.5262325715107,female,Providence
food, ,"('the bear zub food be right on your tray', 'Mother')","[0, 'the bear zub food be right on your tray']",bear,27.5262325715107,female,Providence
animal, ,"('should we write the name of these animal in the book', 'Mother')","[0, 'should we write the name of these animal in the book']",book,27.7890716441816,female,Providence
food, ,"('and sometimes they come maybe because they smell food and the door left open just a crack', 'Mother')","[0, 'and sometimes they come maybe because they smell food and the door left open just a crack']",door,27.5262325715107,female,Providence
clothes, ,"('so he do get his clothes wet from the water that he use to wash the dish', 'Mother')","[0, 'so he do get his clothes wet from the water that he use to wash the dish']",water,26.559066921292,female,Providence
clothes, ,"('we go put her in the car so we can buy her some other clothes right', 'Mother')","[0, 'we go put her in the car so we can buy her some other clothes right']",car,25.3290621984024,female,Providence
animal, ,"('what color crayon should I use to write the name of the animal', 'Mother')","[0, 'what color crayon should I use to write the name of the animal']",crayon,27.7890716441816,female,Providence
food, ,"('bear do like bear food though Naima', 'Mother')","[0, 'bear do like bear food though Naima']",bear,28.361978685394,female,Providence
food, ,"('bear definite like bear food', 'Mother')","[0, 'bear definite like bear food']",bear,28.361978685394,female,Providence
clothes, ,"('do you want try hang up the doll clothes with the', 'Mother')","[0, 'do you want try hang up the doll clothes with the']",doll,27.7890716441816,female,Providence
food, ,"('this look like melt bear food', 'Mother')","[0, 'this look like melt bear food']",bear,28.361978685394,female,Providence
food, ,"('yeah melt bear food', 'Mother')","[0, 'yeah melt bear food']",bear,28.361978685394,female,Providence
clothes, ,"('and I go to put the for the doll clothes right here', 'Mother')","[0, 'and I go to put the for the doll clothes right here']",doll,27.7890716441816,female,Providence
food, ,"('that how they get around they swim and that how they look for food in the water', 'Mother')","[0, 'that how they get around they swim and that how they look for food in the water']",water,28.8876568307357,female,Providence
clothes, ,"('doll clothes', 'Mother')","[0, 'doll clothes']",doll,27.7890716441816,female,Providence
clothes, ,"('doll clothes', 'Mother')","[0, 'doll clothes']",doll,27.7890716441816,female,Providence
clothes, ,"('find the doll clothes you need to find them before you hang them up', 'Mother')","[0, 'find the doll clothes you need to find them before you hang them up']",doll,27.7890716441816,female,Providence
clothes, ,"('where be the rest of the doll clothes', 'Mother')","[0, 'where be the rest of the doll clothes']",doll,27.7890716441816,female,Providence
clothes, ,"('do you want get some more doll clothes and hang them up to dry', 'Mother')","[0, 'do you want get some more doll clothes and hang them up to dry']",doll,27.7890716441816,female,Providence
toy, ,"('it a toy boat be it', 'Mother')","[0, 'it a toy boat be it']",boat,29.2305796833611,female,Providence
toy, ,"('be it a toy boat', 'Mother')","[0, 'be it a toy boat']",boat,29.2305796833611,female,Providence
animal, ,"('the z animal be a puppy', 'Father')","[0, 'the z animal be a puppy']",puppy,29.5591285241997,female,Providence
food, ,"('you have yogurt and food all over your chin and neck here', 'Mother')","[0, 'you have yogurt and food all over your chin and neck here']",yogurt,25.0005133575638,female,Providence
animal, ,"('oh what animal go eat that delicious bean soup of yours', 'Mother')","[0, 'oh what animal go eat that delicious bean soup of yours']",soup,29.8876773650383,female,Providence
animal, ,"('yes a animal call a zebra', 'Mother')","[0, 'yes a animal call a zebra']",zebra,25.3290621984024,female,Providence
toy, ,"('yeah we do buy a snow sled at the toy store', 'Mother')","[0, 'yeah we do buy a snow sled at the toy store']",sled,27.7890716441816,female,Providence
animal, ,"('that call Jungle Animals I think there another farm animal book', 'Mother')","[0, 'that call Jungle Animals I think there another farm animal book']",book,25.3290621984024,female,Providence
animal, ,"('what other water animal do you see besides seal', 'Mother')","[0, 'what other water animal do you see besides seal']",water,29.8876773650383,female,Providence
toy, ,"('Kim have lots_of toy car', 'Mother')","[0, 'Kim have lots_of toy car']",car,31.4277500564693,female,Providence
animal, ,"('do any of these bird child have a favorite animal', 'Mother')","[0, 'do any of these bird child have a favorite animal']",bird,31.4277500564693,female,Providence
toy, ,"('look like the elephant in the toy chest have a a shirt on', 'Mother')","[0, 'look like the elephant in the toy chest have a a shirt on']",elephant,31.6577342450564,female,Providence
toy, ,"('look like the elephant in the toy chest have a a shirt on', 'Mother')","[0, 'look like the elephant in the toy chest have a a shirt on']",shirt,31.6577342450564,female,Providence
animal, ,"('there a animal sticker book in that pink bag', 'Mother')","[0, 'there a animal sticker book in that pink bag']",book,29.5591285241997,female,Providence
animal, ,"('why do you grab that animal sticker book', 'Mother')","[0, 'why do you grab that animal sticker book']",book,29.5591285241997,female,Providence
toy, ,"('those be just child in toy car though', 'Mother')","[0, 'those be just child in toy car though']",car,31.4277500564693,female,Providence
food, ,"('bear food', 'Mother')","[0, 'bear food']",bear,32.3620608226042,female,Providence
food, ,"('you could have almond butter on bread or bear food', 'Mother')","[0, 'you could have almond butter on bread or bear food']",bear,32.3620608226042,female,Providence
food, ,"('you could have almond butter on bread or bear food', 'Mother')","[0, 'you could have almond butter on bread or bear food']",bread,32.3620608226042,female,Providence
food, ,"('you could have almond butter on bread or bear food', 'Mother')","[0, 'you could have almond butter on bread or bear food']",butter,32.3620608226042,female,Providence
animal, ,"('but bed do climb or see or eat or anything let start with a creature like a person or animal', 'Mother')","[0, 'but bed do climb or see or eat or anything let start with a creature like a person or animal']",bed,31.0992012156307,female,Providence
clothes, ,"('little bear just eat blueberry without think about whether they make their clothes dirt', 'Mother')","[0, 'little bear just eat blueberry without think about whether they make their clothes dirt']",bear,29.5591285241997,female,Providence
food, ,"('do he buy dog food', 'Mother')","[0, 'do he buy dog food']",dog,30.3620197539991,female,Providence
animal, ,"('what about the doll stuff animal', 'Mother')","[0, 'what about the doll stuff animal']",doll,34.2635372389577,female,Providence
food, ,"('I also have bear food for bear emergency', 'Mother')","[0, 'I also have bear food for bear emergency']",bear,31.8877184336434,female,Providence
food, ,"('Naima will you like some bear food', 'Mother')","[0, 'Naima will you like some bear food']",bear,34.2635372389577,female,Providence
animal, ,"('the animal can drink out of it', 'Mother')","[0, 'the animal can drink out of it']",drink,29.5591285241997,female,Providence
animal, ,"('the animal could drink water out of it', 'Mother')","[0, 'the animal could drink water out of it']",drink,29.5591285241997,female,Providence
animal, ,"('the animal could drink water out of it', 'Mother')","[0, 'the animal could drink water out of it']",water,29.5591285241997,female,Providence
clothes, ,"('and some of the doll be the same and have the same clothes even', 'Mother')","[0, 'and some of the doll be the same and have the same clothes even']",doll,34.2635372389577,female,Providence
toy, ,"('Ally be look like she get some nice water toy in there that big bucket', 'Mother')","[0, 'Ally be look like she get some nice water toy in there that big bucket']",water,29.5591285241997,female,Providence
animal, ,"('yes animal might need special water', 'Mother')","[0, 'yes animal might need special water']",water,35.4606870777634,female,Providence
animal, ,"('those be wait those animal school child animal be wait for school bus to pick them up', 'Mother')","[0, 'those be wait those animal school child animal be wait for school bus to pick them up']",bus,30.3620197539991,female,Providence
food, ,"('oh do you think his mommy be give him bear food like your mommy give you bear food', 'Father')","[0, 'oh do you think his mommy be give him bear food like your mommy give you bear food']",bear,29.4605638719481,female,Providence
toy, ,"('water toy shop', 'Mother')","[0, 'water toy shop']",water,29.5919834082835,female,Providence
animal, ,"('but a bird or let us see some other kind of animal with strong tooth could probable do it', 'Mother')","[0, 'but a bird or let us see some other kind of animal with strong tooth could probable do it']",bird,31.8877184336434,female,Providence
toy, ,"('a water toy shelf', 'Mother')","[0, 'a water toy shelf']",water,29.5919834082835,female,Providence
toy, ,"('oh only water toy be on that shelf', 'Mother')","[0, 'oh only water toy be on that shelf']",water,29.5919834082835,female,Providence
animal, ,"('do they invite all their stuff animal and doll', 'Mother')","[0, 'do they invite all their stuff animal and doll']",doll,32.6248998952751,female,Providence
clothes, ,"('should I take a picture of you put clothes on a doll so we can have it in Naima night that show all the thing you can do', 'Mother')","[0, 'should I take a picture of you put clothes on a doll so we can have it in Naima night that show all the thing you can do']",doll,34.2635372389577,female,Providence
food, ,"('I not go to bring any more food for you cat', 'Mother')","[0, 'I not go to bring any more food for you cat']",cat,34.0335530503706,female,Providence
clothes, ,"('okay she also go take off all her clothes which have yogurt all over them', 'Mother')","[0, 'okay she also go take off all her clothes which have yogurt all over them']",yogurt,31.0992012156307,female,Providence
food, ,"('oh put more food in for the cat', 'Mother')","[0, 'oh put more food in for the cat']",cat,34.0335530503706,female,Providence
food, ,"('well she go bring the food for the pig now', 'Mother')","[0, 'well she go bring the food for the pig now']",pig,34.0335530503706,female,Providence
food, ,"('here your dish of food pig', 'Mother')","[0, 'here your dish of food pig']",pig,34.0335530503706,female,Providence
food, ,"('I think pig like food even if it mush', 'Mother')","[0, 'I think pig like food even if it mush']",pig,34.0335530503706,female,Providence
food, ,"('horse food', 'Mother')","[0, 'horse food']",horse,34.0335530503706,female,Providence
toy, ,"('oh I on the water toy shelf', 'Mother')","[0, 'oh I on the water toy shelf']",water,29.5919834082835,female,Providence
toy, ,"('butter be food it not actual a toy but I will', 'Mother')","[0, 'butter be food it not actual a toy but I will']",butter,31.8877184336434,female,Providence
food, ,"('butter be food it not actual a toy but I will', 'Mother')","[0, 'butter be food it not actual a toy but I will']",butter,31.8877184336434,female,Providence
food, ,"('yeah this be some food that I pick up off the floor not the nuts', 'Mother')","[0, 'yeah this be some food that I pick up off the floor not the nuts']",nuts,31.8877184336434,female,Providence
toy, ,"('yes we open now and we do have some toy that little bear might like', 'Mother')","[0, 'yes we open now and we do have some toy that little bear might like']",bear,33.7563399659131,female,Providence
toy, ,"('and another nice toy for a child be a water can', 'Mother')","[0, 'and another nice toy for a child be a water can']",water,33.7563399659131,female,Providence
food, ,"('bear food', 'Mother')","[0, 'bear food']",bear,33.7563399659131,female,Providence
food, ,"('well dog eat but we can find out more about dog food', 'Mother')","[0, 'well dog eat but we can find out more about dog food']",dog,35.4606870777634,female,Providence
animal, ,"('some farm animal like to eat thing like corn cob from cob', 'Mother')","[0, 'some farm animal like to eat thing like corn cob from cob']",corn,35.4606870777634,female,Providence
animal, ,"('I do know if cow like that in particular but I think some other animal do', 'Mother')","[0, 'I do know if cow like that in particular but I think some other animal do']",cow,35.4606870777634,female,Providence
animal, ,"('one of the animal can eat the corn cob', 'Mother')","[0, 'one of the animal can eat the corn cob']",corn,35.4606870777634,female,Providence
animal, ,"('you know we could look up which animal eat corn cob', 'Mother')","[0, 'you know we could look up which animal eat corn cob']",corn,35.4606870777634,female,Providence
animal, ,"('can I find the puzzle with the animal', 'Mother')","[0, 'can I find the puzzle with the animal']",puzzle,17.098913735395,female,Providence
animal, ,"('I get the puzzle with the animal', 'Mother')","[0, 'I get the puzzle with the animal']",puzzle,17.098913735395,female,Providence
animal, ,"('sometimes farm will let the animal go down to the pond to drink water', 'Mother')","[0, 'sometimes farm will let the animal go down to the pond to drink water']",drink,35.4606870777634,female,Providence
animal, ,"('sometimes farm will let the animal go down to the pond to drink water', 'Mother')","[0, 'sometimes farm will let the animal go down to the pond to drink water']",water,35.4606870777634,female,Providence
animal, ,"('which animal will like to come and drink down at the pond', 'Mother')","[0, 'which animal will like to come and drink down at the pond']",drink,35.4606870777634,female,Providence
