food,bear,the bear do like the bear food,Target_Child,28.36198,female,Providence,,,
food,bear,do like the bear food,Mother,28.36198,female,Providence,,,
food,bear,why do the bear like the bear food,Mother,28.36198,female,Providence,,,
food,bear,there your bear food,Mother,27.52623,female,Providence,,,
food,bear,you could have bear food on a cracker,Mother,27.52623,female,Providence,,,
food,bear,bear bear bear food,Target_Child,27.52623,female,Providence,,,
food,bear,Naima more bear food in the plate,Target_Child,27.52623,female,Providence,,,
food,bear,you want more bear food,Mother,27.52623,female,Providence,,,
food,bear,do you eat that bear food,Mother,27.52623,female,Providence,,,
food,bear,you do you eat most of it all up I get you some more bear food,Mother,27.52623,female,Providence,,,
food,bear,okay get the bear some bear food now,Mother,27.52623,female,Providence,,,
food,bear,the bear bear food get the bear bear food get the bear,Target_Child,27.52623,female,Providence,,,
food,bear,because I put the bear food in the almond butter jar this be now bear food instead of almond butter,Mother,27.52623,female,Providence,,,
food,bear,that bear food,Target_Child,27.52623,female,Providence,,,
food,bear,why it be bear food,Target_Child,27.52623,female,Providence,,,
food,bear,I see some bear food on your,Mother,27.52623,female,Providence,,,
food,bear,I see some bear zub food on your thumb,Mother,27.52623,female,Providence,,,
food,bear,you have bear zub food on your thumb,Mother,27.52623,female,Providence,,,
food,bear,be you a bear zub who eat bear zub food,Mother,27.52623,female,Providence,,,
food,bear,it a bear who eat bear food,Target_Child,27.52623,female,Providence,,,
food,bear,and it eat my bear food,Mother,27.52623,female,Providence,,,
food,bear,oh how about some bear food Naima,Mother,24.13191,female,Providence,,,
food,bear,be you a bear cub that want to eat bear food,Mother,24.13191,female,Providence,,,
food,bear,must be some kind of bear zub food,Mother,27.52623,female,Providence,,,
food,bear,no I bear who eat bear food,Target_Child,27.52623,female,Providence,,,
food,bear,oh you a bear cub who eat bear food,Mother,27.52623,female,Providence,,,
food,bear,be you go eat anymore of your bear food or be you do,Mother,27.52623,female,Providence,,,
food,bear,bear food,Target_Child,27.52623,female,Providence,,,
food,bear,the bear zub food be right there on your tray I can see it,Mother,27.52623,female,Providence,,,
food,bear,the bear zub food be right on your tray,Mother,27.52623,female,Providence,,,
food,bear,the bear do like the bear food,Target_Child,28.36198,female,Providence,,,
food,bear,bear do like bear food though Naima,Mother,28.36198,female,Providence,,,
food,bear,bear definite like bear food,Mother,28.36198,female,Providence,,,
food,bear,this look like melt bear food,Mother,28.36198,female,Providence,,,
food,bear,why the melt bear food down there,Target_Child,28.36198,female,Providence,,,
food,bear,melt bear food,Target_Child,28.36198,female,Providence,,,
food,bear,melt bear food,Target_Child,28.36198,female,Providence,,,
food,bear,yeah melt bear food,Mother,28.36198,female,Providence,,,
food,bear,bear food,Mother,32.36206,female,Providence,,,
food,bear,you could have almond butter on bread or bear food,Mother,32.36206,female,Providence,,,
food,bear,salmon and blueberry and bear food,Target_Child,29.55913,female,Providence,,,
food,bear,I also have bear food for bear emergency,Mother,31.88772,female,Providence,,,
food,bear,Naima will you like some bear food,Mother,34.26354,female,Providence,,,
food,bear,too much salmon and too much bear food,Target_Child,29.46056,female,Providence,,,
food,bear,oh do you think his mommy be give him bear food like your mommy give you bear food,Father,29.46056,female,Providence,,,
food,bear,bear food,Mother,33.75634,female,Providence,,,
food,bed,it have a little pen inside where she have a bed and her food,Mother,28.75624,male,Thomas,,,
food,bench,okay get down let go put her over there get your bench you take it with you come on let get rid of the food,Mother,26.55907,male,Providence,,,
food,bib,you get some food in your bib there,Mother,24.55903,female,Providence,,,
food,bird,they eat worm and bird food,Target_Child,34.19783,male,Kuczaj,,,
food,bird,he want the bird to eat the bird food,Mother,31.29633,male,Providence,,,
food,bird,and the bird be get some food too,Mother,31.29633,male,Providence,,,
food,bird,well some bird and animal leave their summer home and travel great distance to spend the winter in warm land where there be plenty of food this be call migration,Mother,31.92057,female,Providence,,,
food,bird,it be hard for bird to find enough to eat in the winter so you can help them by put out food and water for them in your yard or on a window ledge,Mother,31.92057,female,Providence,,,
food,bird,I think on our tree back there we have a bird feed but it do have any bird food in it do you think maybe this we should buy some,Mother,31.92057,female,Providence,,,
food,bird,we need to buy some bird food,Mother,13.36167,female,Providence,,,
food,bird,but they almost out of food in that bird feed we go to hafta go to the store,Mother,12.85447,female,Providence,,,
food,bird,bird food,Mother,12.85447,female,Providence,,,
food,bird,those bird must be hungry they have have food in two day,Mother,26.03339,female,Valian,,,
food,bird,you wanna show Jenell where the bird eat food,Father,31.03349,male,Weist,,,
food,bird,the bird eat food,Target_Child,31.03349,male,Weist,,,
food,bird,he put food for all the bird right,Mother,13.00027,male,Rondal,,,
food,bird,he put some food on the bird table,Mother,28.46054,male,Thomas,,,
food,book,book about baby food,Mother,11.85445,female,Providence,,,
food,bunny,Dudley rush there but the bunny lady do have Sam_potatoes mother bunny be say to grocer dog I have decide not to buy any food today after all,Mother,30.8876979,male,Clark,,,
food,bunny,bunny eat his food,Mother,21.00043,female,Bernstein,,,
food,bunny,what kind of bunny food do you wanna eat,Mother,29.59198,female,Valian,,,
food,button,what about some of the food button,Mother,35.82209,female,Providence,,,
food,button,I think maybe you could use a little more food in your belly button,Mother,21.26327,female,Providence,,,
food,button,I think you have to push a button that have food on it,Mother,22.00045,female,Ambrose,,,
food,cat,cat cat eat food,Target_Child,29.06630526,male,Clark,,,
food,cat,cat eat food,Investigator,29.06630526,male,Clark,,,
food,cat,this deaf cat be eat the other cat food,Investigator,29.98624202,male,Clark,,,
food,cat,grocer cat will sell the food to other person in busy town,Investigator,33.88776,male,Clark,,,
food,cat,uhhuh this be cat food,Target_Child,29.75626,male,Kuczaj,,,
food,cat,that cat food,Father,29.75626,male,Kuczaj,,,
food,cat,cat the eat cat food,Father,29.75626,male,Kuczaj,,,
food,cat,cat the eat cat food,Father,29.75626,male,Kuczaj,,,
food,cat,cat the eat cat food,Target_Child,29.75626,male,Kuczaj,,,
food,cat,the cat be go eat his food,Target_Child,34.16497,male,Providence,,,
food,cat,the cat be go eat his food,Target_Child,34.16497,male,Providence,,,
food,cat,cat cat cat need his food,Target_Child,34.16497,male,Providence,,,
food,cat,it eat up his food the cat eat up food,Target_Child,34.16497,male,Providence,,,
food,cat,do you try and give some food to Moby the kitty cat,Mother,20.88749,female,Providence,,,
food,cat,cat food,Target_Child,19.75605,female,Providence,,,
food,cat,cat food what do horse eat,Grandmother,19.75605,female,Providence,,,
food,cat,I not go to bring any more food for you cat,Mother,34.03355,female,Providence,,,
food,cat,oh put more food in for the cat,Mother,34.03355,female,Providence,,,
food,cat,the cat food just spill over,Father,14.32884,male,Feldman,,,
food,cat,cat food,Target_Child,26.42765,male,Feldman,,,
food,cat,cat food,Father,26.42765,male,Feldman,,,
food,cat,we should put the chocolate milk and the cat food in first because they heavy,Father,26.42765,male,Feldman,,,
food,cat,well let put the cat food and the olive in first,Father,26.42765,male,Feldman,,,
food,cat,and what about the olive and cat food,Father,26.42765,male,Feldman,,,
food,cat,let also do cat food,Target_Child,26.42765,male,Feldman,,,
food,cat,the cat food too,Father,26.42765,male,Feldman,,,
food,cat,cat food,Target_Child,19.23037,female,Braunwald,,,
food,cat,be that food for the kitty cat,Mother,34.0007,female,Ambrose,,,
food,cat,that how we know it cat food,Mother,34.0007,female,Ambrose,,,
food,cat,it pussy cat food,Mother,28.65767,male,Thomas,,,
food,cat,she have pussy cat food,Mother,28.65767,male,Thomas,,,
food,cat,cat food,Mother,28.65767,male,Thomas,,,
food,cat,special food for pussy cat,Mother,29.59198,male,Thomas,,,
food,cat,and what do we do when Purdie have have a tin of cat food,Mother,30.26346,male,Thomas,,,
food,cat,tin of pussy cat food,Mother,30.55915,male,Thomas,,,
food,cat,with Purdie water bowl on it and a plate and a fork and then when Grandma come with the pussy cat food we can feed her can we,Mother,30.55915,male,Thomas,,,
food,cat,pussy cat food green,Target_Child,30.75628,male,Thomas,,,
food,cat,pussy cat food not green,Mother,30.75628,male,Thomas,,,
food,chair,want sit in the chair and eat food,Mother,15.23029,female,Providence,,,
food,chair,Naima be you ready to sit in your chair and have some food like some soggy oat bite,Mother,16.75599,female,Providence,,,
food,chair,because you just stand up in your chair and step in all the food you have on your chair,Mother,21.39469,male,Providence,,,
food,chair,as soon as we get you safe in this chair I go to give her some fresh food,Mother,25.98616,male,Thomas,,,
food,chicken,chicken do eat person food,Father,34.19783,male,Kuczaj,,,
food,chicken,six fluff chick search for food all day chick chicken goat,Mother,20.52609,female,Post,,,
food,chicken,food and chicken and bone they want to eat,Target_Child,29.85482,female,Suppes,,,
food,chicken,my favorite food ah chicken,Target_Child,26.39479,female,Braunwald,,,
food,chicken,a food there with chicken,Target_Child,28.03343,male,Thomas,,,
food,chicken,food chicken Purdie,Target_Child,28.03343,male,Thomas,,,
food,chicken,oh be it chicken food,Mother,28.03343,male,Thomas,,,
food,coat,others have thick coat to keep them warm so they can continue look for food throughout the winter,Mother,31.92057,female,Providence,,,
food,cow,the food for the cow,Mother,32.19779,male,Conti,,,
food,cow,the cow have get all the food,Mother,33.36208,male,Conti,,,
food,cow,cow like food,Target_Child,30.00062,male,EllisWeismer,,,
food,cow,I think the cow need some food,Mother,27.00055,female,Ambrose,,,
food,crayon,crayon be not food we do eat them they do taste good,Mother,25.29621,male,Providence,,,
food,crayon,and we not go eat the crayon color with the crayon and we eat the food,Mother,26.69049,male,Providence,,,
food,diaper,get some food for dinner and some diaper and some,Investigator,30.00062,male,EllisWeismer,,,
food,dog,Dudley rush there but the bunny lady do have Sam_potatoes mother bunny be say to grocer dog I have decide not to buy any food today after all,Mother,30.8876979,male,Clark,,,
food,dog,give him dog food,Target_Child,31.92057,female,NewEngland,,,
food,dog,you want to make him some dog food,Mother,31.92057,female,NewEngland,,,
food,dog,dog food for him,Target_Child,31.92057,female,NewEngland,,,
food,dog,dog food yeah,Mother,28.62482,female,Brown,,,
food,dog,do the dog need to eat food,Mother,16.00033,male,Providence,,,
food,dog,dog food,Target_Child,19.75605,female,Providence,,,
food,dog,dog eat dog food,Target_Child,19.75605,female,Providence,,,
food,dog,that right dog eat dog food,Grandmother,19.75605,female,Providence,,,
food,dog,do you think Spot be eat dog food,Mother,23.8547,female,Providence,,,
food,dog,do he buy dog food,Mother,30.36202,female,Providence,,,
food,dog,well dog eat but we can find out more about dog food,Mother,35.46069,female,Providence,,,
food,dog,no no what kind of dog food,Target_Child,35.46069,female,Providence,,,
food,dog,ooh dog food,Mother,32.23064,female,Providence,,,
food,dog,dog eat canned food and table scrap,Mother,33.26352,female,Providence,,,
food,dog,I think the dog do want some food,Mother,24.00049,female,Bernstein,,,
food,dog,here here some food for the dog,Mother,24.00049,female,Bernstein,,,
food,dog,they eat dog food,Target_Child,31.82201,female,Valian,,,
food,dog,duck food or dog food,Mother,31.82201,female,Valian,,,
food,dog,dog food,Target_Child,31.82201,female,Valian,,,
food,dog,he have this obsession late with dog food,Mother,31.82201,female,Valian,,,
food,dog,that something that eat dog food Child,Mother,31.82201,female,Valian,,,
food,dog,this eat dog food,Mother,31.82201,female,Valian,,,
food,dog,eat dog food,Target_Child,31.82201,female,Valian,,,
food,dog,do you eat dog food,Investigator,31.82201,female,Valian,,,
food,dog,your uncle use to eat dog food Child,Mother,31.82201,female,Valian,,,
food,dog,dog food,Target_Child,32.00066,female,Valian,,,
food,dog,dog food right,Investigator,32.00066,female,Valian,,,
food,dog,his give him a piece of dog food the other day he carry it around for three day,Mother,32.00066,female,Valian,,,
food,dog,be that what dog food be like,Mother,32.00066,female,Valian,,,
food,dog,I bet they eat dog food,Mother,30.39487,female,Valian,,,
food,dog,we do know about that because we do have a dog but I think they eat dog food,Mother,30.39487,female,Valian,,,
food,dog,they like to chew on bone and eat dog food,Mother,30.39487,female,Valian,,,
food,dog,dog food,Target_Child,23.69042,female,Post,,,
food,dog,dog food,Mother,28.00057,male,Bates,,,
food,dog,yeah dog food,Target_Child,28.00057,male,Bates,,,
food,dog,Santa_Claus will bring dog a food,Target_Child,28.00057,female,Bates,,,
food,dog,be Santa_Claus gonna give dog the food,Mother,28.00057,female,Bates,,,
food,dog,dog food here,Target_Child,25.49334,female,Suppes,,,
food,dog,be you go to make some food for the dog,Mother,34.19783,female,Suppes,,,
food,dog,dog food,Target_Child,34.19783,female,Suppes,,,
food,dog,this be dog food,Target_Child,34.19783,female,Suppes,,,
food,dog,this be dog food,Target_Child,34.19783,female,Suppes,,,
food,dog,this be dog food okay,Target_Child,34.19783,female,Suppes,,,
food,dog,this be dog food,Target_Child,34.19783,female,Suppes,,,
food,dog,now give the dog some food,Target_Child,34.19783,female,Suppes,,,
food,dog,some more dog food,Target_Child,34.19783,female,Suppes,,,
food,dog,the dog eat Mantha food,Target_Child,29.92053,female,Suppes,,,
food,dog,do the dog eat Samantha food,Mother,29.92053,female,Suppes,,,
food,dog,here some dog food,Target_Child,34.19783,female,Suppes,,,
food,dog,do Poy eat dog food,Mother,34.19783,female,Suppes,,,
food,dog,there be dog food,Target_Child,34.19783,female,Suppes,,,
food,dog,be there be dog food,Target_Child,34.19783,female,Suppes,,,
food,dog,all be dog food,Target_Child,34.19783,female,Suppes,,,
food,dog,this be dog food too you know,Target_Child,34.19783,female,Suppes,,,
food,dog,this be dog food,Target_Child,34.19783,female,Suppes,,,
food,dog,okay you wanna make more dog food,Mother,34.19783,female,Suppes,,,
food,dog,my dog food,Target_Child,30.52629,female,Weist,,,
food,dog,oh dog food,Investigator,30.52629,female,Weist,,,
food,dog,him gonna watch dog food,Target_Child,31.72344,male,Weist,,,
food,dog,he gonna watch dog food huh,Mother,31.72344,male,Weist,,,
food,dog,here the the dog food,Target_Child,31.72344,male,Weist,,,
food,dog,be that where they keep the dog food be in that section,Mother,31.72344,male,Weist,,,
food,dog,find the dog food around,Target_Child,31.72344,male,Weist,,,
food,dog,be he gonna choose his dog food now,Mother,31.72344,male,Weist,,,
food,dog,now the dog get his dog food,Mother,31.72344,male,Weist,,,
food,dog,or maybe that the dog food,Investigator,30.00062,male,EllisWeismer,,,
food,dog,well that could be for the dog food,Investigator,30.00062,male,EllisWeismer,,,
food,dog,where the dog food,Investigator,31.00064,female,EllisWeismer,,,
food,dog,where be the dog food,Investigator,31.00064,female,EllisWeismer,,,
food,dog,be that the dog food,Investigator,31.00064,female,EllisWeismer,,,
food,dog,here some food dog,Investigator,30.00062,male,EllisWeismer,,,
food,dog,here some food dog,Investigator,31.00064,male,EllisWeismer,,,
food,dog,uhoh dog food fall over,Investigator,31.00064,male,EllisWeismer,,,
food,dog,dog come in and have some food and some water,Investigator,30.00062,male,EllisWeismer,,,
food,dog,we could put the dog food in there,Investigator,31.00064,female,EllisWeismer,,,
food,dog,oh be you go give the dog more food,Mother,27.00055,female,Ambrose,,,
food,dog,or the dog want more food,Mother,27.00055,female,Ambrose,,,
food,dog,that the dog food,Mother,28.09914,male,Thomas,,,
food,doll,they could share the food with the animal can the doll,Target_Child,34.92063,female,Suppes,,,
food,doll,oh doll hungry okay well good get doll some food,Mother,18.00037,female,Ambrose,,,
food,door,okay that open the door and there food inside right,Investigator,27.52623257,male,Clark,,,
food,door,and sometimes they come maybe because they smell food and the door left open just a crack,Mother,27.52623,female,Providence,,,
food,door,Roman when you open the door they food inside,Father,26.65763,male,Weist,,,
food,door,remember when she come in through the door Mummy put some fresh food on her plate,Mother,28.46054,male,Thomas,,,
food,duck,these be duck food,Target_Child,35.46069,female,Providence,,,
food,duck,this be duck food,Target_Child,35.46069,female,Providence,,,
food,duck,this be duck food that be duck food,Target_Child,35.46069,female,Providence,,,
food,duck,duck food,Mother,35.46069,female,Providence,,,
food,duck,yes I make duck food,Target_Child,35.46069,female,Providence,,,
food,duck,they eat duck food,Investigator,31.82201,female,Valian,,,
food,duck,duck food or dog food,Mother,31.82201,female,Valian,,,
food,duck,feed the duck food,Mother,23.95326,female,Suppes,,,
food,duck,duck eat my food,Target_Child,23.95326,female,Suppes,,,
food,elephant,do you see a elephant eat food at the zoo,Mother,26.19766,female,Suppes,,,
food,elephant,they dig a big hole and they put honey in the bottom or some kind of food that the elephant like and they think honey and so then they meet at the pine tree,Sister,25.85474,female,Braunwald,,,
food,elephant,we get some food for the elephant,Mother,32.19779,male,Conti,,,
food,fish,where fish food,Target_Child,27.00055,female,Brown,,,
food,fish,where fish food,Target_Child,27.00055,female,Brown,,,
food,fish,there no fish food in there float around,Mother,27.00055,female,Brown,,,
food,fish,see fish and food and apple,Mother,19.00039,female,McCune,,,
food,fish,and give Mommy that fish food,Mother,26.55907,male,Providence,,,
food,fish,make some fish food,Mother,34.19783,female,Suppes,,,
food,fish,maybe you can make fish food for them,Mother,34.19783,female,Suppes,,,
food,fish,here a piece of fish food,Mother,34.19783,female,Suppes,,,
food,fish,food for Purdie make with tuna fish,Mother,26.65763,male,Thomas,,,
food,horse,oh that the saddle and the horse food,Mother,22.72326,female,Providence,,,
food,horse,that horse food,Target_Child,22.72326,female,Providence,,,
food,horse,that horse food for the horse you right,Mother,22.72326,female,Providence,,,
food,horse,the horse like its horse food,Mother,22.72326,female,Providence,,,
food,horse,and horse horse like to eat food,Target_Child,33.1321,female,Providence,,,
food,horse,cat food what do horse eat,Grandmother,19.75605,female,Providence,,,
food,horse,horse food,Mother,34.03355,female,Providence,,,
food,horse,horse food,Target_Child,34.0007,female,Weist,,,
food,horse,it food horse horse,Target_Child,30.36202,male,Weist,,,
food,horse,get some food for the horse,Mother,32.19779,male,Conti,,,
food,horse,food for horse,Mother,32.19779,male,Conti,,,
food,horse,some food for the horse,Mother,32.19779,male,Conti,,,
food,horse,horse food,Target_Child,35.69067,male,Conti,,,
food,horse,horse have food,Target_Child,35.69067,male,Conti,,,
food,horse,horse food,Target_Child,30.00062,male,EllisWeismer,,,
food,horse,I think that that horse food,Mother,30.00062,male,EllisWeismer,,,
food,horse,horse eat food too,Target_Child,30.00062,male,EllisWeismer,,,
food,kitchen,I give you some food from the kitchen,Target_Child,30.592,male,NewEngland,,,
food,kitchen,where be your little packet of food for your kitchen,Mother,32.42777,female,Providence,,,
food,kitchen,Sweets do you know where your little packet of food be for your kitchen,Mother,32.42777,female,Providence,,,
food,kitchen,there some food that still need to get stick in the fridge in the kitchen,Mother,27.52623,female,Providence,,,
food,kitchen,I can go in the kitchen and get some food,Target_Child,33.26352,female,Providence,,,
food,kitchen,in the kitchen with the food,Mother,13.00027,female,Ambrose,,,
food,kitchen,be there any food over in the kitchen,Mother,22.00045,female,Ambrose,,,
food,kitchen,go see if there some food in the kitchen for the baby,Mother,22.00045,female,Ambrose,,,
food,kitchen,let see if there some food in the kitchen,Mother,22.00045,female,Ambrose,,,
food,kitchen,take it to the kitchen with the other food,Mother,22.00045,female,Ambrose,,,
food,kitchen,yeah she play she make food in her kitchen,Mother,22.00045,female,Ambrose,,,
food,kitchen,so how do all the food get to be all over the kitchen floor,Mother,29.59198,male,Thomas,,,
food,kitty,urruhh_ruhh_ruhh rrr_ra_ra_ra rrr_ra_ra_rah and and a kitty go meow meow meow my kitty go meow meow meow because he hungry bout food and milk,Target_Child,31.85486355,male,Clark,,,
food,kitty,poor little kitty have enough food in there,Father,34.46066654,male,Clark,,,
food,kitty,do you try and give some food to Moby the kitty cat,Mother,20.88749,female,Providence,,,
food,kitty,kitty kitty kitty food,Target_Child,17.52603,female,Braunwald,,,
food,kitty,kitty kitty kitty food,Target_Child,17.52603,female,Braunwald,,,
food,kitty,kitty food,Target_Child,17.52603,female,Braunwald,,,
food,kitty,kitty kitty food food,Target_Child,17.52603,female,Braunwald,,,
food,kitty,be that food for the kitty cat,Mother,34.0007,female,Ambrose,,,
food,lamb,lamb food,Target_Child,26.19766,female,Suppes,,,
food,lamb,do the lamb eat your food,Mother,26.19766,female,Suppes,,,
food,lamb,but do you think that the lamb mind if the food be on the floor,Mother,30.00062,female,EllisWeismer,,,
food,monkey,monkey food,Target_Child,33.72349,male,Demetras2,,,
food,monkey,monkey food,Father,33.72349,male,Demetras2,,,
food,monkey,hm nice monkey I go feed the monkey some food,Mother,14.92022,male,Providence,,,
food,monkey,look what the monkey do he make a big mess he throw down all this food,Mother,15.85454,female,Providence,,,
food,monkey,we get some food for the monkey,Mother,32.19779,male,Conti,,,
food,mouse,mm close to mouse they look kind of like mouse you walk up the step and you put the little food down so they can eat,Mother,32.19779,female,Providence,,,
food,oven,here be a oven for the food,Investigator,30.00062,female,EllisWeismer,,,
food,oven,what oven food,Target_Child,30.00062,female,EllisWeismer,,,
food,oven,a oven for the food,Investigator,30.00062,female,EllisWeismer,,,
food,oven,see if there food in the oven,Mother,22.00045,female,Ambrose,,,
food,owl,the baby owl thought and all owl think a lot I think she go hunt say Sarah to get us our food say Percy what do Bill say,Mother,22.75611,male,Providence,,,
food,pen,it have a little pen inside where she have a bed and her food,Mother,28.75624,male,Thomas,,,
food,pig,well she go bring the food for the pig now,Mother,34.03355,female,Providence,,,
food,pig,here your dish of food pig,Mother,34.03355,female,Providence,,,
food,pig,I think pig like food even if it mush,Mother,34.03355,female,Providence,,,
food,pig,what kind of food do pig,Father,33.16495,male,Providence,,,
food,pig,the pig eat food,Target_Child,29.78911,female,Suppes,,,
food,pig,I open the gate so we can give the pig some food,Mother,31.00064,female,EllisWeismer,,,
food,pig,where the pig food,Mother,30.00062,female,EllisWeismer,,,
food,puppy,no food for puppy on the shelf,Mother,22.72326,female,Providence,,,
food,puppy,food come for the puppy,Target_Child,30.00062,male,EllisWeismer,,,
food,puppy,the food go come to the puppy too,Investigator,30.00062,male,EllisWeismer,,,
food,refrigerator,I a there food by the refrigerator,Target_Child,27.06626419,male,Clark,,,
food,refrigerator,let Daddy see if there be some food in the refrigerator,Father,23.82184,male,Peters,,,
food,refrigerator,let put some food in your refrigerator,Mother,35.5264,female,Suppes,,,
food,refrigerator,there no food in the refrigerator,Investigator,30.00062,male,EllisWeismer,,,
food,room,yesterday you be throw food on my dine room floor,Mother,28.78909,male,Thomas,,,
food,sheep,the sheep be eat all the food,Mother,30.00062,female,EllisWeismer,,,
food,shirt,that so Barney do get any food on his shirt,Mother,27.00055,female,Ambrose,,,
food,shoe,you have food on the bottom of your shoe,Mother,21.39469,male,Providence,,,
food,sock,how will he get food on his sock,Mother,8.952956,male,Soderstrom,,,
food,squirrel,squirrel food page seven,Mother,23.09904,male,Providence,,,
food,squirrel,oh squirrel food,Target_Child,29.29629,male,Providence,,,
food,squirrel,the squirrel food,Mother,29.29629,male,Providence,,,
food,squirrel,they need more squirrel food,Mother,30.65771,male,Providence,,,
food,stove,fry mean when you put food in a pan on the stove with some oil or butter and the food cook in the in the hot oil or the hot butter,Mother,25.00051,female,Providence,,,
food,stove,get me a bag and I pack up all your food and then you can take it home and cook it on the stove alright,Father,29.09916,male,Gleason,,,
food,stove,be they cook their food on a stove,Mother,35.5264,female,Suppes,,,
food,stove,they cook food on the stove,Mother,22.00045,female,Ambrose,,,
food,table,dog eat canned food and table scrap,Mother,33.26352,female,Providence,,,
food,table,here you wanna put it on the table like you when you put your food up here sometimes when you not suppose to,Mother,29.52627,female,Valian,,,
food,table,one day we be sit at the table and Child be eat her food and Shannon finish her sandwich and Child go,Mother,29.52627,female,Valian,,,
food,table,put their table here some food,Mother,24.75616,female,Post,,,
food,table,oh the food fall off the table,Mother,20.13183,female,Post,,,
food,table,see there their food on the table,Mother,20.00041,female,Bates,,,
food,table,there a little food down there on the table,Mother,28.00057,male,Bates,,,
food,table,stay at the table with the food,Mother,28.00057,female,Bates,,,
food,table,if that what it take to put food on the table,Mother,28.46054,female,Weist,,,
food,table,we eat our food at the table,Mother,22.26329,female,Braunwald,,,
food,table,why do you put the food back on the table sweetie,Mother,29.49342,male,Nicholas,,,
food,table,I put some food in there and put in on the table,Target_Child,30.00062,male,EllisWeismer,,,
food,table,put some food in there and put it on the table,Investigator,30.00062,male,EllisWeismer,,,
food,table,what kind of food do you put on the table,Investigator,30.00062,male,EllisWeismer,,,
food,table,he put some food on the bird table,Mother,28.46054,male,Thomas,,,
food,tiger,one day tiny tiger will catch real food,Mother,31.78915,female,Providence,,,
food,tiger,after her nap mother tiger hunt for food for her little cub,Mother,31.78915,female,Providence,,,
food,turkey,food and last one turkey,Mother,29.32914,male,Weist,,,
food,turtle,and the baby turtle have to have some food,Mother,17.09891,female,Providence,,,
food,window,it be hard for bird to find enough to eat in the winter so you can help them by put out food and water for them in your yard or on a window ledge,Mother,31.92057,female,Providence,,,
furniture,book,a world of outdoor stand and push cart gold and silver ornament book old furniture fruit and vegetable person,Mother,24.13191,female,Providence,,,
furniture,book,a world of outdoor stand and push cart gold and silver ornament book old furniture fruit vegetable person,Mother,34.92063,female,Providence,,,
furniture,cat,you the one have the big splash not Mummy not the furniture not the floor and certain not the cat,Mother,25.92045,male,Thomas,,,
furniture,doll,can you bring me some furniture for the doll house,Mother,29.82197,female,Suppes,,,
furniture,doll,oh be this that furniture for the doll house,Mother,33.69063,female,Suppes,,,
furniture,doll,I gonna put some furniture in the doll house,Mother,35.5264,female,Suppes,,,
furniture,doll,I wanna take my doll house to Justin and my furniture,Target_Child,33.69063,female,Suppes,,,
furniture,doll,just get the doll house furniture out_of the way so we do trip on it,Investigator,29.7234,male,Bloom70,,,
furniture,fish,please do touch any furniture with the fish rod,Mother,29.62484,male,Thomas,,,
furniture,fish,please do touch any furniture with the fish rod,Mother,29.62484,male,Thomas,,,
toy,apple,it a toy apple it a fake apple so she not steal any real food,Mother,30.8876979,male,Clark,,,
toy,apple,toy apple,Mother,18.00037,male,McCune,,,
toy,apple,toy apple,Mother,19.00039,male,McCune,,,
toy,apple,toy apple,Mother,21.00043,male,McCune,,,
toy,apple,that a toy apple,Mother,20.00041,male,McCune,,,
toy,apple,toy apple,Mother,20.00041,male,McCune,,,
toy,apple,here your toy apple,Mother,31.06635,male,Thomas,,,
toy,bear,everyday everywhere baby like toy rattle and top and book that will tear old pot and pan and a fuzz brown bear,Mother,15.75597,female,Providence,,,
toy,bear,lose toy Manuela Boots get his blankie and Dora get her teddy bear,Target_Child,25.75618,female,Providence,,,
toy,bear,as always on such trip Lisa take along her toy bear Corduroy,Mother,29.59198,female,Providence,,,
toy,bear,actual look like she chew on a bear toy,Mother,20.03327,female,Providence,,,
toy,bear,see look at the bear toy,Mother,20.03327,female,Providence,,,
toy,bear,this toy toy bear,Target_Child,31.0992,female,Providence,,,
toy,bear,yes we open now and we do have some toy that little bear might like,Mother,33.75634,female,Providence,,,
toy,bear,put the toy on the bear,Mother,29.23058,female,Valian,,,
toy,bear,do you have some teddy bear in your toy box,Mother,29.88768,female,Suppes,,,
toy,bed,and a little toy bed too,Target_Child,30.32916,male,NewEngland,,,
toy,bed,you want to go to bed with your toy,Father,33.65778,female,Brown,,,
toy,bed,the toy be on the bed the sand be on the floor,Mother,16.85456,male,Providence,,,
toy,bed,Max say Ruby your pillow be in the toy chest and your toy be in your bed,Mother,19.03325,female,Providence,,,
toy,bed,Max say Ruby your pillow be in your toy chest and your toy your toy be in your bed,Mother,20.88749,female,Providence,,,
toy,bed,Max say Ruby your pillow be in your toy chest and your toy be in your bed,Mother,21.39469,female,Providence,,,
toy,bed,Max say Ruby your pillow be in your toy chest and your toy be in your bed,Mother,33.1321,female,Providence,,,
toy,bee,toy busy bee,Target_Child,33.59207,male,Brown,,,
toy,bee,toy busy bee,Target_Child,33.59207,male,Brown,,,
toy,bird,he a toy bird,Target_Child,29.32914,female,Valian,,,
toy,bird,he a toy bird,Target_Child,29.32914,female,Valian,,,
toy,bird,he a toy bird,Investigator,29.32914,female,Valian,,,
toy,bug,do that bug have a toy,Mother,32.49348,female,NewEngland,,,
toy,bug,this little bug go to sleep too with his toy,Mother,29.69055,male,NewEngland,,,
toy,bunny,you just paint the little bunny toy my friend on Easter egg,Target_Child,23.75613,female,Nelson,,,
toy,butter,butter be food it not actual a toy but I will,Mother,31.88772,female,Providence,,,
